date,temperature_mean_c,temperature_max_c,temperature_min_c,precipitation_mm,wind_speed_max_kmh,latitude,longitude,timezone,source_name,source_url,data_status
2023-02-27,3.4,8.8,-0.1,0.0,29.4,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-02-28,4.9,10.8,0.1,0.0,22.7,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-01,2.0,9.4,-4.1,0.0,25.9,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-02,2.4,10.0,-5.7,0.0,29.2,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-03,3.8,8.8,-0.4,0.0,16.8,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-04,2.3,7.3,-0.8,0.0,16.2,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-05,2.0,5.8,-1.8,0.0,13.1,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-06,6.0,12.3,0.9,0.0,14.4,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-07,5.3,8.9,0.8,0.0,16.3,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-08,7.9,12.3,2.9,0.1,33.5,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-09,8.0,14.4,3.5,0.0,23.8,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-10,7.4,12.3,2.0,0.0,36.2,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-11,7.2,11.1,2.5,0.0,36.9,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-12,3.8,7.2,0.6,0.4,26.0,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
2023-03-13,3.9,8.5,-0.0,0.0,24.6,39.964848,119.66481,Asia/Shanghai,open_meteo_era5_land,"https://archive-api.open-meteo.com/v1/archive?latitude=39.935&longitude=119.600&start_date=2023-01-01&end_date=2025-12-31&daily=temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max&timezone=Asia%2FShanghai",verified
