date,theme_attraction,theme_coastal_resort,theme_destination,source_keyword_count,theme_attraction_lag_1,theme_attraction_lag_2,theme_attraction_lag_3,theme_attraction_lag_7,theme_coastal_resort_lag_1,theme_coastal_resort_lag_2,theme_coastal_resort_lag_3,theme_coastal_resort_lag_7,theme_destination_lag_1,theme_destination_lag_2,theme_destination_lag_3,theme_destination_lag_7
2016-01-27,-0.8852809866112572,-1.0908109906247803,-0.6445849299742133,10,-0.5622375003201809,-0.8006918677509041,-1.2431509339159619,-1.0651834018104736,-1.0973636983334918,-0.8450844515480965,-1.064600159789934,-0.972862251867972,-0.6282982932898552,-0.5023390075527276,-0.3677230228713535,-0.38215731900535294
2016-01-28,-0.7795682024651478,-1.1006400521878477,-0.6595264462618607,10,-0.8852809866112572,-0.5622375003201809,-0.8006918677509041,-1.1967841089366702,-1.0908109906247803,-1.0973636983334918,-0.8450844515480965,-0.9466514210331258,-0.6445849299742133,-0.6282982932898552,-0.5023390075527276,-0.5321521574861215
2016-01-29,-0.8745557746189303,-1.0711528674986455,-0.6995366649154067,10,-0.7795682024651478,-0.8852809866112572,-0.5622375003201809,-1.0902121358741044,-1.1006400521878477,-1.0908109906247803,-1.0973636983334918,-1.0121784981202415,-0.6595264462618607,-0.6445849299742133,-0.6282982932898552,-0.62208946636734
2016-01-30,-0.952213419411613,-1.0973636983334918,-0.7540667553928901,10,-0.8745557746189303,-0.7795682024651478,-0.8852809866112572,-1.0733994083291323,-1.0711528674986455,-1.1006400521878477,-1.0908109906247803,-1.1334035907314055,-0.6995366649154067,-0.6595264462618607,-0.6445849299742133,-0.6127386770301981
2016-01-31,-1.0203503732724986,-1.00562579041153,-0.5495023054437562,10,-0.952213419411613,-0.8745557746189303,-0.7795682024651478,-1.2431509339159619,-1.0973636983334918,-1.0711528674986455,-1.1006400521878477,-1.064600159789934,-0.7540667553928901,-0.6995366649154067,-0.6595264462618607,-0.3677230228713535
2016-02-01,-1.0650348437246313,-1.1956543139641653,-0.6517311910074088,10,-1.0203503732724986,-0.952213419411613,-0.8745557746189303,-0.8006918677509041,-1.00562579041153,-1.0973636983334918,-1.0711528674986455,-0.8450844515480965,-0.5495023054437562,-0.7540667553928901,-0.6995366649154067,-0.5023390075527276
2016-02-02,-1.002146527999505,-1.0252839135376646,-0.7502786422658471,10,-1.0650348437246313,-1.0203503732724986,-0.952213419411613,-0.5622375003201809,-1.1956543139641653,-1.00562579041153,-1.0973636983334918,-1.0973636983334918,-0.6517311910074088,-0.5495023054437562,-0.7540667553928901,-0.6282982932898552
2016-02-03,-0.9749804174426374,-1.15306171385754,-0.7673298924163785,10,-1.002146527999505,-1.0650348437246313,-1.0203503732724986,-0.8852809866112572,-1.0252839135376646,-1.1956543139641653,-1.00562579041153,-1.0908109906247803,-0.7502786422658471,-0.6517311910074088,-0.5495023054437562,-0.6445849299742133
2016-02-04,-0.8319692665943459,-1.2284178525077232,-0.806486467311802,10,-0.9749804174426374,-1.002146527999505,-1.0650348437246313,-0.7795682024651478,-1.15306171385754,-1.0252839135376646,-1.1956543139641653,-1.1006400521878477,-0.7673298924163785,-0.7502786422658471,-0.6517311910074088,-0.6595264462618607
2016-02-05,-0.7716684127731552,-1.274286806468704,-0.8448720138582289,10,-0.8319692665943459,-0.9749804174426374,-1.002146527999505,-0.8745557746189303,-1.2284178525077232,-1.15306171385754,-1.0252839135376646,-1.0711528674986455,-0.806486467311802,-0.7673298924163785,-0.7502786422658471,-0.6995366649154067
2016-02-06,-1.1611827571563078,-1.274286806468704,-0.9263766729994488,10,-0.7716684127731552,-0.8319692665943459,-0.9749804174426374,-0.952213419411613,-1.274286806468704,-1.2284178525077232,-1.15306171385754,-1.0973636983334918,-0.8448720138582289,-0.806486467311802,-0.7673298924163785,-0.7540667553928901
2016-02-07,-1.2931005363181194,-1.3430902374101756,-1.1100703696964114,10,-1.1611827571563078,-0.7716684127731552,-0.8319692665943459,-1.0203503732724986,-1.274286806468704,-1.274286806468704,-1.2284178525077232,-1.00562579041153,-0.9263766729994488,-0.8448720138582289,-0.806486467311802,-0.5495023054437562
2016-02-08,-0.7152140913386754,-1.2972212834491945,-0.8881148190647791,10,-1.2931005363181194,-1.1611827571563078,-0.7716684127731552,-1.0650348437246313,-1.3430902374101756,-1.274286806468704,-1.274286806468704,-1.1956543139641653,-1.1100703696964114,-0.9263766729994488,-0.8448720138582289,-0.6517311910074088
2016-02-09,-0.15008787875219878,-0.8975061132177891,-0.7297259730275293,10,-0.7152140913386754,-1.2931005363181194,-1.1611827571563078,-1.002146527999505,-1.2972212834491945,-1.3430902374101756,-1.274286806468704,-1.0252839135376646,-0.8881148190647791,-1.1100703696964114,-0.9263766729994488,-0.7502786422658471
2016-02-10,-0.08421550951338164,-0.9663095441592605,-0.6367815960739969,10,-0.15008787875219878,-0.7152140913386754,-1.2931005363181194,-0.9749804174426374,-0.8975061132177891,-1.2972212834491945,-1.3430902374101756,-1.15306171385754,-0.7297259730275293,-0.8881148190647791,-1.1100703696964114,-0.7673298924163785
2016-02-11,-0.4449548679469494,-0.9826913134310394,-0.6885794834921499,10,-0.08421550951338164,-0.15008787875219878,-0.7152140913386754,-0.8319692665943459,-0.9663095441592605,-0.8975061132177891,-1.2972212834491945,-1.2284178525077232,-0.6367815960739969,-0.7297259730275293,-0.8881148190647791,-0.806486467311802
2016-02-12,-0.2996013417044999,-1.110469113750915,-0.6834205060979693,10,-0.4449548679469494,-0.08421550951338164,-0.15008787875219878,-0.7716684127731552,-0.9826913134310394,-0.9663095441592605,-0.8975061132177891,-1.274286806468704,-0.6885794834921499,-0.6367815960739969,-0.7297259730275293,-0.8448720138582289
2016-02-13,-0.663481246536138,-1.0842582829160687,-0.6638430749804278,10,-0.2996013417044999,-0.4449548679469494,-0.08421550951338164,-1.1611827571563078,-1.110469113750915,-0.9826913134310394,-0.9663095441592605,-1.274286806468704,-0.6834205060979693,-0.6885794834921499,-0.6367815960739969,-0.9263766729994488
2016-02-14,-0.7102634010019191,-1.0613238059355783,-0.760210652791293,10,-0.663481246536138,-0.2996013417044999,-0.4449548679469494,-1.2931005363181194,-1.0842582829160687,-1.110469113750915,-0.9826913134310394,-1.3430902374101756,-0.6638430749804278,-0.6834205060979693,-0.6885794834921499,-1.1100703696964114
2016-02-15,-0.48150193173607264,-0.8581898669655197,-0.717020434225657,10,-0.7102634010019191,-0.663481246536138,-0.2996013417044999,-0.7152140913386754,-1.0613238059355783,-1.0842582829160687,-1.110469113750915,-1.2972212834491945,-0.760210652791293,-0.6638430749804278,-0.6834205060979693,-0.8881148190647791
2016-02-16,-0.6249440383534675,-0.8844006978003659,-0.6989949802390538,10,-0.48150193173607264,-0.7102634010019191,-0.663481246536138,-0.15008787875219878,-0.8581898669655197,-1.0613238059355783,-1.0842582829160687,-0.8975061132177891,-0.717020434225657,-0.760210652791293,-0.6638430749804278,-0.7297259730275293
2016-02-17,-0.7334796065174216,-0.8647425746742312,-0.6562613146345516,10,-0.6249440383534675,-0.48150193173607264,-0.7102634010019191,-0.08421550951338164,-0.8844006978003659,-0.8581898669655197,-1.0613238059355783,-0.9663095441592605,-0.6989949802390538,-0.717020434225657,-0.760210652791293,-0.6367815960739969
2016-02-18,-0.6453842978924057,-0.9466514210331258,-0.6601775392489868,10,-0.7334796065174216,-0.6249440383534675,-0.48150193173607264,-0.4449548679469494,-0.8647425746742312,-0.8844006978003659,-0.8581898669655197,-0.9826913134310394,-0.6562613146345516,-0.6989949802390538,-0.717020434225657,-0.6885794834921499
2016-02-19,-0.6229941445219781,-0.6288450971606149,-0.6052307406641687,10,-0.6453842978924057,-0.7334796065174216,-0.6249440383534675,-0.2996013417044999,-0.9466514210331258,-0.8647425746742312,-0.8844006978003659,-1.110469113750915,-0.6601775392489868,-0.6562613146345516,-0.6989949802390538,-0.6834205060979693
